Weight,Height,Animal
1049,402,Giraffe
1075,416,Giraffe
1331,460,Giraffe
1866,593,Giraffe
1270,550,Giraffe
1207,496,Giraffe
1144,560,Giraffe
1394,510,Giraffe
1352,477,Giraffe
1270,466,Giraffe
1965,548,Giraffe
1757,442,Giraffe
1533,537,Giraffe
1776,534,Giraffe
1471,579,Giraffe
1456,517,Giraffe
1315,493,Giraffe
1812,446,Giraffe
1490,593,Giraffe
1995,491,Giraffe
1811,419,Giraffe
1848,559,Giraffe
1563,493,Giraffe
1865,590,Giraffe
1716,412,Giraffe
1031,572,Giraffe
1749,451,Giraffe
1080,572,Giraffe
1499,537,Giraffe
1313,410,Giraffe
1766,473,Giraffe
1363,584,Giraffe
1393,536,Giraffe
1980,547,Giraffe
1829,557,Giraffe
1630,593,Giraffe
1158,444,Giraffe
1674,558,Giraffe
1323,495,Giraffe
1459,599,Giraffe
1935,558,Giraffe
1421,531,Giraffe
1494,543,Giraffe
1433,527,Giraffe
1982,594,Giraffe
1270,592,Giraffe
1031,425,Giraffe
1140,406,Giraffe
1845,490,Giraffe
1256,495,Giraffe
1361,439,Giraffe
1493,575,Giraffe
1037,597,Giraffe
1428,408,Giraffe
1719,588,Giraffe
1557,445,Giraffe
1449,533,Giraffe
1222,472,Giraffe
1504,475,Giraffe
1783,409,Giraffe
1880,560,Giraffe
1846,568,Giraffe
1317,501,Giraffe
1039,409,Giraffe
1978,542,Giraffe
1906,482,Giraffe
1804,444,Giraffe
1439,463,Giraffe
1859,510,Giraffe
1189,446,Giraffe
1757,576,Giraffe
1088,528,Giraffe
1314,404,Giraffe
1063,574,Giraffe
1514,442,Giraffe
1518,466,Giraffe
1130,491,Giraffe
1161,491,Giraffe
1827,557,Giraffe
1477,503,Giraffe
1148,496,Giraffe
1818,404,Giraffe
1790,478,Giraffe
1299,473,Giraffe
1174,417,Giraffe
1508,407,Giraffe
1415,566,Giraffe
1567,572,Giraffe
1536,571,Giraffe
1601,400,Giraffe
1852,552,Giraffe
1068,432,Giraffe
1850,567,Giraffe
1840,567,Giraffe
1750,507,Giraffe
1548,565,Giraffe
1537,469,Giraffe
1387,428,Giraffe
1472,460,Giraffe
1089,460,Giraffe
1885,440,Giraffe
1114,485,Giraffe
1109,438,Giraffe
1124,472,Giraffe
1105,587,Giraffe
1716,488,Giraffe
1271,586,Giraffe
1074,419,Giraffe
1627,511,Giraffe
1947,584,Giraffe
1791,597,Giraffe
1463,453,Giraffe
1790,494,Giraffe
1834,549,Giraffe
1421,420,Giraffe
1391,505,Giraffe
1172,401,Giraffe
1726,432,Giraffe
1568,465,Giraffe
1646,421,Giraffe
1334,585,Giraffe
1625,524,Giraffe
1896,437,Giraffe
1094,435,Giraffe
1060,570,Giraffe
1240,412,Giraffe
1641,533,Giraffe
1210,592,Giraffe
1370,545,Giraffe
1642,406,Giraffe
1269,496,Giraffe
1144,516,Giraffe
1431,469,Giraffe
1650,539,Giraffe
1283,433,Giraffe
1514,454,Giraffe
1000,515,Giraffe
1667,574,Giraffe
1817,473,Giraffe
1395,423,Giraffe
1711,521,Giraffe
1572,457,Giraffe
1626,449,Giraffe
1669,419,Giraffe
1761,426,Giraffe
1692,532,Giraffe
1362,414,Giraffe
1516,575,Giraffe
1700,548,Giraffe
1802,598,Giraffe
1174,409,Giraffe
1090,474,Giraffe
1908,400,Giraffe
1992,437,Giraffe
1654,586,Giraffe
1918,494,Giraffe
1259,528,Giraffe
1733,557,Giraffe
1729,530,Giraffe
1332,580,Giraffe
1473,546,Giraffe
1666,555,Giraffe
1357,425,Giraffe
1662,573,Giraffe
1191,460,Giraffe
1849,506,Giraffe
1459,453,Giraffe
1400,572,Giraffe
1915,423,Giraffe
1713,553,Giraffe
1027,442,Giraffe
1220,510,Giraffe
1844,408,Giraffe
1319,529,Giraffe
1734,470,Giraffe
1252,408,Giraffe
1783,468,Giraffe
1992,411,Giraffe
1294,406,Giraffe
1358,594,Giraffe
1885,432,Giraffe
1665,563,Giraffe
1958,592,Giraffe
1588,471,Giraffe
1985,464,Giraffe
1623,567,Giraffe
1517,444,Giraffe
1705,507,Giraffe
1265,467,Giraffe
1473,534,Giraffe
1325,460,Giraffe
1223,453,Giraffe
1382,427,Giraffe
1161,440,Giraffe
1886,524,Giraffe
1139,574,Giraffe
1978,496,Giraffe
1335,547,Giraffe
1853,460,Giraffe
1990,529,Giraffe
1970,577,Giraffe
1502,441,Giraffe
1258,551,Giraffe
1564,422,Giraffe
1491,541,Giraffe
1172,487,Giraffe
1012,589,Giraffe
1210,531,Giraffe
1105,588,Giraffe
1105,577,Giraffe
1195,574,Giraffe
1617,465,Giraffe
1295,562,Giraffe
1722,450,Giraffe
1681,533,Giraffe
1456,571,Giraffe
1143,566,Giraffe
1883,535,Giraffe
1261,579,Giraffe
1882,567,Giraffe
1631,467,Giraffe
1034,591,Giraffe
1454,438,Giraffe
1408,476,Giraffe
1354,500,Giraffe
1466,565,Giraffe
1344,401,Giraffe
1603,496,Giraffe
1264,581,Giraffe
1216,474,Giraffe
1066,474,Giraffe
1967,431,Giraffe
1292,429,Giraffe
1657,522,Giraffe
1239,435,Giraffe
1232,588,Giraffe
1078,529,Giraffe
1790,431,Giraffe
1245,434,Giraffe
1340,405,Giraffe
1341,448,Giraffe
1007,493,Giraffe
1166,507,Giraffe
1111,492,Giraffe
1984,574,Giraffe
1231,478,Giraffe
1534,470,Giraffe
1927,414,Giraffe
1840,519,Giraffe
1712,401,Giraffe
1104,437,Giraffe
1323,410,Giraffe
1876,558,Giraffe
1494,415,Giraffe
1809,498,Giraffe
1870,488,Giraffe
1795,419,Giraffe
1290,409,Giraffe
1062,465,Giraffe
1060,464,Giraffe
1946,456,Giraffe
1089,425,Giraffe
1368,549,Giraffe
1653,538,Giraffe
1420,524,Giraffe
1161,535,Giraffe
1755,499,Giraffe
1655,580,Giraffe
1274,431,Giraffe
1217,474,Giraffe
1937,475,Giraffe
1786,454,Giraffe
1497,450,Giraffe
1202,465,Giraffe
1202,402,Giraffe
1686,534,Giraffe
1497,503,Giraffe
1072,591,Giraffe
1793,446,Giraffe
1477,565,Giraffe
1225,498,Giraffe
1949,477,Giraffe
1263,525,Giraffe
1316,559,Giraffe
1865,525,Giraffe
1877,545,Giraffe
1905,575,Giraffe
1667,599,Giraffe
1927,543,Giraffe
1898,424,Giraffe
1660,464,Giraffe
1943,404,Giraffe
1262,548,Giraffe
1568,478,Giraffe
1425,427,Giraffe
1088,450,Giraffe
1799,584,Giraffe
1134,464,Giraffe
1019,435,Giraffe
1629,546,Giraffe
1464,562,Giraffe
1015,432,Giraffe
1592,507,Giraffe
1422,443,Giraffe
1912,512,Giraffe
1460,516,Giraffe
1489,472,Giraffe
1743,589,Giraffe
1399,564,Giraffe
1950,520,Giraffe
1401,419,Giraffe
1188,425,Giraffe
1123,483,Giraffe
1295,401,Giraffe
1893,572,Giraffe
1884,405,Giraffe
1947,454,Giraffe
1944,466,Giraffe
1814,523,Giraffe
1642,557,Giraffe
1580,496,Giraffe
1045,419,Giraffe
1168,467,Giraffe
1045,539,Giraffe
1646,459,Giraffe
1560,438,Giraffe
1253,493,Giraffe
1618,462,Giraffe
1320,408,Giraffe
1148,442,Giraffe
1351,474,Giraffe
1114,438,Giraffe
1955,489,Giraffe
1857,545,Giraffe
1747,458,Giraffe
1297,524,Giraffe
1825,566,Giraffe
1649,485,Giraffe
1721,559,Giraffe
1361,541,Giraffe
1810,484,Giraffe
1798,558,Giraffe
1412,590,Giraffe
1168,477,Giraffe
1875,592,Giraffe
1250,594,Giraffe
1604,509,Giraffe
1136,462,Giraffe
1359,495,Giraffe
1672,434,Giraffe
1040,459,Giraffe
1983,576,Giraffe
1228,561,Giraffe
1511,547,Giraffe
1396,437,Giraffe
1265,457,Giraffe
1678,410,Giraffe
1455,545,Giraffe
1246,527,Giraffe
1931,556,Giraffe
1439,573,Giraffe
1643,432,Giraffe
1118,591,Giraffe
1713,434,Giraffe
1876,514,Giraffe
1477,466,Giraffe
1913,455,Giraffe
1490,442,Giraffe
1220,413,Giraffe
1273,453,Giraffe
1728,550,Giraffe
1824,551,Giraffe
1691,584,Giraffe
1740,524,Giraffe
1459,518,Giraffe
1860,566,Giraffe
1511,438,Giraffe
1862,563,Giraffe
1137,566,Giraffe
1002,541,Giraffe
1811,521,Giraffe
1471,452,Giraffe
1185,466,Giraffe
1485,444,Giraffe
1095,572,Giraffe
1069,493,Giraffe
1563,509,Giraffe
1766,483,Giraffe
1809,419,Giraffe
1053,575,Giraffe
1388,589,Giraffe
1739,529,Giraffe
1333,592,Giraffe
1717,551,Giraffe
1662,526,Giraffe
1344,596,Giraffe
1468,520,Giraffe
1774,512,Giraffe
1892,429,Giraffe
1816,533,Giraffe
1551,420,Giraffe
1053,579,Giraffe
1964,581,Giraffe
1718,521,Giraffe
1130,456,Giraffe
1216,542,Giraffe
1193,545,Giraffe
1743,437,Giraffe
1100,541,Giraffe
1765,414,Giraffe
1175,544,Giraffe
1207,495,Giraffe
1109,432,Giraffe
1786,570,Giraffe
1623,446,Giraffe
1262,575,Giraffe
1722,419,Giraffe
1075,539,Giraffe
1751,598,Giraffe
1964,512,Giraffe
1566,511,Giraffe
1860,592,Giraffe
1943,555,Giraffe
1093,515,Giraffe
1355,493,Giraffe
1070,447,Giraffe
1142,400,Giraffe
1907,434,Giraffe
1861,560,Giraffe
1406,550,Giraffe
1696,504,Giraffe
1612,540,Giraffe
1082,551,Giraffe
1466,565,Giraffe
1441,458,Giraffe
1906,594,Giraffe
1146,448,Giraffe
1034,491,Giraffe
1561,439,Giraffe
1614,477,Giraffe
1435,538,Giraffe
1768,462,Giraffe
1792,588,Giraffe
1361,563,Giraffe
1021,506,Giraffe
1415,506,Giraffe
1380,548,Giraffe
1415,597,Giraffe
1511,537,Giraffe
1050,420,Giraffe
1898,406,Giraffe
1290,449,Giraffe
1034,539,Giraffe
1481,427,Giraffe
1820,437,Giraffe
1593,473,Giraffe
1652,514,Giraffe
1022,422,Giraffe
1599,563,Giraffe
1960,433,Giraffe
1481,408,Giraffe
1900,458,Giraffe
1107,579,Giraffe
1854,527,Giraffe
1212,408,Giraffe
1457,514,Giraffe
1908,471,Giraffe
1176,403,Giraffe
1665,471,Giraffe
1159,414,Giraffe
1871,553,Giraffe
1970,504,Giraffe
1959,539,Giraffe
1946,531,Giraffe
1150,486,Giraffe
1723,476,Giraffe
1478,402,Giraffe
1364,558,Giraffe
1097,438,Giraffe
1880,553,Giraffe
1359,451,Giraffe
1359,525,Giraffe
1076,561,Giraffe
1458,492,Giraffe
1298,570,Giraffe
1276,489,Giraffe
1618,518,Giraffe
1607,578,Giraffe
1198,420,Giraffe
1190,487,Giraffe
1863,414,Giraffe
1349,479,Giraffe
1697,468,Giraffe
1270,566,Giraffe
1606,446,Giraffe
1694,462,Giraffe
1614,450,Giraffe
1269,588,Giraffe
1986,410,Giraffe
1478,585,Giraffe
1260,506,Giraffe
1838,523,Giraffe
1233,486,Giraffe
1914,599,Giraffe
1344,401,Giraffe
1964,513,Giraffe
1108,459,Giraffe
1187,568,Giraffe
1204,434,Giraffe
1714,467,Giraffe
1989,490,Giraffe
1390,480,Giraffe
1713,595,Giraffe
1087,434,Giraffe
1241,458,Giraffe
1171,417,Giraffe
1215,548,Giraffe
1064,495,Giraffe
1636,542,Giraffe
1401,416,Giraffe
1344,583,Giraffe
1950,429,Giraffe
1855,578,Giraffe
1580,495,Giraffe
1461,498,Giraffe
1532,462,Giraffe
1829,470,Giraffe
1222,495,Giraffe
1298,568,Giraffe
1924,547,Giraffe
1377,409,Giraffe
1682,596,Giraffe
1079,400,Giraffe
1139,553,Giraffe
1273,581,Giraffe
1041,422,Giraffe
1462,416,Giraffe
1728,513,Giraffe
1429,544,Giraffe
1296,454,Giraffe
1887,409,Giraffe
1715,511,Giraffe
1715,520,Giraffe
1304,560,Giraffe
1882,576,Giraffe
1988,446,Giraffe
1277,541,Giraffe
1825,477,Giraffe
1403,513,Giraffe
1781,494,Giraffe
1143,418,Giraffe
1013,489,Giraffe
1650,442,Giraffe
1713,586,Giraffe
1632,405,Giraffe
1222,532,Giraffe
1987,448,Giraffe
1513,406,Giraffe
1102,488,Giraffe
1905,448,Giraffe
1739,542,Giraffe
1716,553,Giraffe
1250,468,Giraffe
1701,500,Giraffe
1805,516,Giraffe
1567,546,Giraffe
1485,418,Giraffe
1685,551,Giraffe
1226,518,Giraffe
1251,573,Giraffe
1032,589,Giraffe
1609,464,Giraffe
1907,525,Giraffe
1161,403,Giraffe
1849,592,Giraffe
1638,589,Giraffe
1039,490,Giraffe
1486,411,Giraffe
1935,561,Giraffe
1905,468,Giraffe
1629,564,Giraffe
1248,565,Giraffe
1263,523,Giraffe
1748,511,Giraffe
1563,524,Giraffe
1521,518,Giraffe
1467,463,Giraffe
1905,574,Giraffe
1620,491,Giraffe
1479,531,Giraffe
1891,549,Giraffe
1601,451,Giraffe
1434,576,Giraffe
1200,483,Giraffe
1429,402,Giraffe
1297,561,Giraffe
1996,575,Giraffe
1023,547,Giraffe
1827,595,Giraffe
1506,560,Giraffe
1246,475,Giraffe
1972,496,Giraffe
1113,458,Giraffe
1746,413,Giraffe
1942,439,Giraffe
1691,446,Giraffe
1367,433,Giraffe
1413,497,Giraffe
1986,541,Giraffe
1370,585,Giraffe
1213,567,Giraffe
1283,544,Giraffe
1329,444,Giraffe
1622,528,Giraffe
1948,454,Giraffe
1010,578,Giraffe
1266,577,Giraffe
1785,409,Giraffe
1684,548,Giraffe
1504,414,Giraffe
1661,450,Giraffe
1169,598,Giraffe
1934,598,Giraffe
1736,460,Giraffe
1243,538,Giraffe
1033,572,Giraffe
1281,468,Giraffe
1332,410,Giraffe
1029,492,Giraffe
1717,548,Giraffe
1553,522,Giraffe
1445,432,Giraffe
1701,401,Giraffe
1194,406,Giraffe
1611,500,Giraffe
1536,548,Giraffe
1061,493,Giraffe
1505,495,Giraffe
1331,481,Giraffe
1018,468,Giraffe
1507,413,Giraffe
1138,581,Giraffe
1702,513,Giraffe
1352,535,Giraffe
1201,560,Giraffe
1895,487,Giraffe
1825,549,Giraffe
1755,479,Giraffe
1820,480,Giraffe
1943,492,Giraffe
1357,414,Giraffe
1263,586,Giraffe
1151,494,Giraffe
1771,579,Giraffe
1609,503,Giraffe
1874,439,Giraffe
1515,404,Giraffe
1524,462,Giraffe
1953,544,Giraffe
1907,454,Giraffe
1896,592,Giraffe
1825,431,Giraffe
1334,516,Giraffe
1620,591,Giraffe
1341,523,Giraffe
1780,572,Giraffe
1110,417,Giraffe
1067,536,Giraffe
1024,437,Giraffe
1977,493,Giraffe
1057,577,Giraffe
1513,456,Giraffe
1063,424,Giraffe
1728,517,Giraffe
1949,498,Giraffe
1295,426,Giraffe
1455,557,Giraffe
1203,548,Giraffe
1846,541,Giraffe
1598,409,Giraffe
1959,482,Giraffe
1623,591,Giraffe
1556,581,Giraffe
1187,468,Giraffe
1424,489,Giraffe
1083,466,Giraffe
1278,480,Giraffe
1595,462,Giraffe
1609,481,Giraffe
1794,550,Giraffe
1056,563,Giraffe
1055,432,Giraffe
1476,485,Giraffe
1344,408,Giraffe
1864,542,Giraffe
1412,432,Giraffe
1053,521,Giraffe
1883,429,Giraffe
1631,598,Giraffe
1148,417,Giraffe
1801,557,Giraffe
1986,558,Giraffe
1021,580,Giraffe
1223,416,Giraffe
1926,598,Giraffe
1667,521,Giraffe
1127,568,Giraffe
1091,503,Giraffe
1048,523,Giraffe
1834,553,Giraffe
1666,520,Giraffe
1850,481,Giraffe
1550,433,Giraffe
1447,567,Giraffe
1456,483,Giraffe
1362,515,Giraffe
1795,429,Giraffe
1421,548,Giraffe
1775,413,Giraffe
1024,482,Giraffe
1325,532,Giraffe
1162,497,Giraffe
1655,509,Giraffe
1146,454,Giraffe
1757,494,Giraffe
1841,569,Giraffe
1041,434,Giraffe
1680,417,Giraffe
1420,573,Giraffe
1690,575,Giraffe
1211,506,Giraffe
1646,418,Giraffe
1909,565,Giraffe
1119,478,Giraffe
1247,453,Giraffe
1344,439,Giraffe
1639,589,Giraffe
1476,524,Giraffe
1142,520,Giraffe
1696,477,Giraffe
1000,573,Giraffe
1716,498,Giraffe
1430,483,Giraffe
1059,513,Giraffe
1550,530,Giraffe
1334,421,Giraffe
1109,569,Giraffe
1996,442,Giraffe
1931,550,Giraffe
1568,465,Giraffe
1720,468,Giraffe
1650,590,Giraffe
1831,509,Giraffe
1754,551,Giraffe
1118,440,Giraffe
1107,459,Giraffe
1495,483,Giraffe
1046,531,Giraffe
1102,435,Giraffe
1908,550,Giraffe
1402,515,Giraffe
1098,504,Giraffe
1272,596,Giraffe
1444,599,Giraffe
1545,429,Giraffe
1797,417,Giraffe
1206,598,Giraffe
1002,589,Giraffe
1372,430,Giraffe
1261,409,Giraffe
1935,500,Giraffe
1705,489,Giraffe
1470,446,Giraffe
1151,545,Giraffe
1731,484,Giraffe
1266,547,Giraffe
1321,447,Giraffe
1172,455,Giraffe
1548,587,Giraffe
1055,530,Giraffe
1721,560,Giraffe
1116,587,Giraffe
1809,462,Giraffe
1523,575,Giraffe
1162,420,Giraffe
1321,508,Giraffe
1664,485,Giraffe
1348,413,Giraffe
1969,452,Giraffe
1009,404,Giraffe
1863,547,Giraffe
1271,440,Giraffe
1998,520,Giraffe
1231,432,Giraffe
1210,463,Giraffe
1026,554,Giraffe
1913,447,Giraffe
1654,483,Giraffe
1821,571,Giraffe
1612,436,Giraffe
1196,417,Giraffe
1333,504,Giraffe
1141,457,Giraffe
1650,543,Giraffe
1507,428,Giraffe
1683,474,Giraffe
1853,513,Giraffe
1283,442,Giraffe
1325,589,Giraffe
1830,538,Giraffe
1211,597,Giraffe
1513,481,Giraffe
1960,484,Giraffe
1032,554,Giraffe
1454,535,Giraffe
1687,557,Giraffe
1907,551,Giraffe
1490,409,Giraffe
1013,592,Giraffe
1654,484,Giraffe
1098,434,Giraffe
1711,440,Giraffe
1983,587,Giraffe
1028,555,Giraffe
1382,458,Giraffe
1526,439,Giraffe
1674,561,Giraffe
1159,571,Giraffe
1149,407,Giraffe
1939,578,Giraffe
1532,523,Giraffe
1919,521,Giraffe
1752,567,Giraffe
1312,433,Giraffe
1130,495,Giraffe
1095,538,Giraffe
1081,472,Giraffe
1654,440,Giraffe
1834,468,Giraffe
1444,503,Giraffe
1706,490,Giraffe
1644,511,Giraffe
1417,521,Giraffe
1165,557,Giraffe
1543,572,Giraffe
1556,572,Giraffe
1873,554,Giraffe
1563,415,Giraffe
1042,461,Giraffe
1398,591,Giraffe
1068,418,Giraffe
1591,484,Giraffe
1877,522,Giraffe
1768,496,Giraffe
1818,429,Giraffe
1964,474,Giraffe
1075,594,Giraffe
1043,498,Giraffe
1656,407,Giraffe
1945,479,Giraffe
1681,542,Giraffe
1164,426,Giraffe
1651,463,Giraffe
1699,403,Giraffe
1041,599,Giraffe
1671,554,Giraffe
1634,578,Giraffe
1199,416,Giraffe
1140,536,Giraffe
1871,497,Giraffe
1492,453,Giraffe
1076,407,Giraffe
1707,498,Giraffe
1842,540,Giraffe
1324,489,Giraffe
1979,564,Giraffe
1409,561,Giraffe
1333,430,Giraffe
1387,497,Giraffe
1262,523,Giraffe
1593,424,Giraffe
1176,436,Giraffe
1188,484,Giraffe
1124,563,Giraffe
1428,556,Giraffe
1386,518,Giraffe
1806,558,Giraffe
1759,411,Giraffe
1450,528,Giraffe
1146,459,Giraffe
1040,402,Giraffe
1838,492,Giraffe
1533,489,Giraffe
1596,474,Giraffe
1863,420,Giraffe
1857,538,Giraffe
1153,567,Giraffe
1097,427,Giraffe
1394,514,Giraffe
1472,561,Giraffe
1455,570,Giraffe
1746,546,Giraffe
1853,545,Giraffe
1295,529,Giraffe
1426,469,Giraffe
1934,537,Giraffe
1916,447,Giraffe
1557,538,Giraffe
1349,543,Giraffe
1923,542,Giraffe
1166,503,Giraffe
1828,531,Giraffe
1812,450,Giraffe
1127,585,Giraffe
1564,427,Giraffe
1811,434,Giraffe
1380,455,Giraffe
1718,576,Giraffe
1267,538,Giraffe
1048,533,Giraffe
1186,554,Giraffe
1648,443,Giraffe
1008,468,Giraffe
1765,588,Giraffe
1375,402,Giraffe
1356,566,Giraffe
1608,464,Giraffe
1093,490,Giraffe
1069,581,Giraffe
1268,497,Giraffe
1879,499,Giraffe
1882,479,Giraffe
1265,524,Giraffe
1639,427,Giraffe
1097,414,Giraffe
1631,518,Giraffe
1545,507,Giraffe
1092,400,Giraffe
1678,598,Giraffe
1161,573,Giraffe
1782,469,Giraffe
1120,413,Giraffe
1081,477,Giraffe
1568,511,Giraffe
1894,431,Giraffe
1150,465,Giraffe
1301,505,Giraffe
1592,590,Giraffe
1677,426,Giraffe
1477,576,Giraffe
1852,561,Giraffe
1060,403,Giraffe
1176,514,Giraffe
1588,568,Giraffe
1589,451,Giraffe
1149,561,Giraffe
1755,551,Giraffe
1229,543,Giraffe
1827,491,Giraffe
1407,406,Giraffe
1565,517,Giraffe
1177,494,Giraffe
1986,562,Giraffe
1088,490,Giraffe
1635,592,Giraffe
1948,565,Giraffe
1195,576,Giraffe
1161,469,Giraffe
1078,537,Giraffe
1862,561,Giraffe
1256,550,Giraffe
1929,503,Giraffe
1480,550,Giraffe
1582,535,Giraffe
1398,412,Giraffe
1764,566,Giraffe
1224,484,Giraffe
1802,434,Giraffe
1805,411,Giraffe
1402,442,Giraffe
1280,599,Giraffe
1543,437,Giraffe
1216,422,Giraffe
1848,566,Giraffe
1841,516,Giraffe
1222,452,Giraffe
1271,408,Giraffe
1174,417,Giraffe
1417,487,Giraffe
1562,495,Giraffe
1720,426,Giraffe
1489,540,Giraffe
1536,534,Giraffe
1506,421,Giraffe
1570,442,Giraffe
1018,546,Giraffe
1517,444,Giraffe
1283,486,Giraffe
1691,515,Giraffe
1372,536,Giraffe
1075,597,Giraffe
1855,541,Giraffe
1361,456,Giraffe
1414,442,Giraffe
1320,547,Giraffe
1693,531,Giraffe
1389,492,Giraffe
1433,534,Giraffe
1564,544,Giraffe
1651,509,Giraffe
1706,588,Giraffe
1006,461,Giraffe
1671,485,Giraffe
1648,409,Giraffe
1323,587,Giraffe
1913,502,Giraffe
1922,471,Giraffe
1575,535,Giraffe
1929,570,Giraffe
1547,497,Giraffe
1791,443,Giraffe
1646,520,Giraffe
1716,595,Giraffe
1746,538,Giraffe
1560,460,Giraffe
1664,471,Giraffe
1549,503,Giraffe
1068,589,Giraffe
1904,585,Giraffe
1292,563,Giraffe
1794,577,Giraffe
1237,599,Giraffe
1016,490,Giraffe
1677,510,Giraffe
1479,468,Giraffe
1542,489,Giraffe
1470,456,Giraffe
1669,438,Giraffe
1311,567,Giraffe
1636,578,Giraffe
1747,448,Giraffe
1767,512,Giraffe
1289,525,Giraffe
1273,547,Giraffe
1574,570,Giraffe
1614,495,Giraffe
1660,443,Giraffe
1743,428,Giraffe
1796,456,Giraffe
1339,599,Giraffe
1902,471,Giraffe
1842,542,Giraffe
1798,430,Giraffe
1397,511,Giraffe
1696,485,Giraffe
1144,532,Giraffe
1280,410,Giraffe
1593,444,Giraffe
1310,558,Giraffe
1452,429,Giraffe
1703,493,Giraffe
1171,596,Giraffe
1011,566,Giraffe
1133,506,Giraffe
1889,501,Giraffe
1751,475,Giraffe
1135,503,Giraffe
1282,585,Giraffe
1819,533,Giraffe
1965,557,Giraffe
1976,568,Giraffe
1168,554,Giraffe
1001,592,Giraffe
1939,460,Giraffe
1804,468,Giraffe
1961,569,Giraffe
1447,475,Giraffe
1206,519,Giraffe
1977,433,Giraffe
1657,418,Giraffe
1005,452,Giraffe
1708,581,Giraffe
1639,577,Giraffe
1232,571,Giraffe
1789,554,Giraffe
1930,467,Giraffe
1980,469,Giraffe
1390,525,Giraffe
1408,429,Giraffe
1833,556,Giraffe
1826,556,Giraffe
1661,562,Giraffe
1961,401,Giraffe
1270,421,Giraffe
1664,469,Giraffe
1337,522,Giraffe
1247,481,Giraffe
1549,457,Giraffe
1835,489,Giraffe
1648,407,Giraffe
1041,584,Giraffe
1379,449,Giraffe
1042,489,Giraffe
1350,554,Giraffe
1581,553,Giraffe
1517,545,Giraffe
1684,532,Giraffe
1016,566,Giraffe
1564,583,Giraffe
1355,436,Giraffe
1101,539,Giraffe
1579,453,Giraffe
1800,585,Giraffe
1733,545,Giraffe
1585,587,Giraffe
1817,410,Giraffe
1934,592,Giraffe
1350,400,Giraffe
1734,437,Giraffe
1936,568,Giraffe
1399,467,Giraffe
1732,512,Giraffe
1567,486,Giraffe
1813,582,Giraffe
1502,416,Giraffe
1433,503,Giraffe
1814,564,Giraffe
1135,459,Giraffe
1371,448,Giraffe
1486,518,Giraffe
1253,561,Giraffe
1647,531,Giraffe
1044,419,Giraffe
1596,437,Giraffe
1838,520,Giraffe
1651,463,Giraffe
1066,453,Giraffe
1312,468,Giraffe
1509,446,Giraffe
1928,551,Giraffe
1130,408,Giraffe
1265,415,Giraffe
1475,509,Giraffe
1387,473,Giraffe
1443,432,Giraffe
1908,473,Giraffe
1130,588,Giraffe
1524,566,Giraffe
1687,457,Giraffe
1732,548,Giraffe
1125,586,Giraffe
1729,536,Giraffe
1077,448,Giraffe
1767,416,Giraffe
1667,421,Giraffe
1268,529,Giraffe
1078,460,Giraffe
1936,451,Giraffe
1943,404,Giraffe
1183,593,Giraffe
1758,514,Giraffe
1183,422,Giraffe
1713,453,Giraffe
1474,455,Giraffe
1258,498,Giraffe
1350,490,Giraffe
1060,474,Giraffe
1578,516,Giraffe
1523,444,Giraffe
1917,454,Giraffe
1742,561,Giraffe
1717,561,Giraffe
1637,416,Giraffe
1958,478,Giraffe
1461,535,Giraffe
1844,581,Giraffe
1405,525,Giraffe
1179,593,Giraffe
1142,445,Giraffe
1267,473,Giraffe
1546,579,Giraffe
1506,527,Giraffe
1693,593,Giraffe
1214,410,Giraffe
1387,493,Giraffe
1757,519,Giraffe
1286,494,Giraffe
1002,531,Giraffe
1999,538,Giraffe
1622,599,Giraffe
1370,440,Giraffe
1149,583,Giraffe
1245,426,Giraffe
1705,456,Giraffe
1169,506,Giraffe
1958,521,Giraffe
1545,571,Giraffe
1065,531,Giraffe
1345,490,Giraffe
1582,477,Giraffe
1715,489,Giraffe
1316,551,Giraffe
1383,520,Giraffe
1469,522,Giraffe
1885,421,Giraffe
1039,521,Giraffe
1230,528,Giraffe
1999,433,Giraffe
1983,555,Giraffe
1642,552,Giraffe
1455,523,Giraffe
1920,402,Giraffe
1206,405,Giraffe
1256,580,Giraffe
1791,559,Giraffe
1304,407,Giraffe
1878,447,Giraffe
1681,496,Giraffe
1991,443,Giraffe
1216,559,Giraffe
1206,400,Giraffe
1828,464,Giraffe
1537,423,Giraffe
1401,530,Giraffe
1764,536,Giraffe
1721,496,Giraffe
1767,450,Giraffe
1000,556,Giraffe
1114,427,Giraffe
1983,505,Giraffe
1815,413,Giraffe
1369,409,Giraffe
1016,542,Giraffe
1000,512,Giraffe
1577,511,Giraffe
1472,576,Giraffe
1405,420,Giraffe
1995,544,Giraffe
1500,443,Giraffe
1453,409,Giraffe
1120,515,Giraffe
1591,582,Giraffe
1407,578,Giraffe
1880,554,Giraffe
1949,417,Giraffe
1081,521,Giraffe
1571,598,Giraffe
1052,525,Giraffe
1702,449,Giraffe
1030,407,Giraffe
1458,476,Giraffe
1173,457,Giraffe
1664,540,Giraffe
1675,427,Giraffe
1232,437,Giraffe
1840,497,Giraffe
1468,500,Giraffe
1029,476,Giraffe
1560,564,Giraffe
1608,404,Giraffe
1210,460,Giraffe
1895,420,Giraffe
1441,578,Giraffe
1943,436,Giraffe
1804,417,Giraffe
1494,504,Giraffe
1994,413,Giraffe
1490,555,Giraffe
1785,416,Giraffe
1974,522,Giraffe
1653,552,Giraffe
